Date,Plant,Machine,Product,Units_Produced,Defective_Units
2026-03-27,Plant A,M-05,P-03,685,7
2026-03-27,Plant B,M-01,P-05,1100,80
2026-03-27,Plant B,M-01,P-06,922,11
2026-03-27,Plant B,M-01,P-03,671,12
2026-03-27,Plant B,M-02,P-04,702,8
2026-03-27,Plant B,M-02,P-05,734,51
2026-03-27,Plant B,M-02,P-02,716,15
2026-03-27,Plant B,M-03,P-03,1160,34
2026-03-27,Plant B,M-03,P-04,780,27
2026-03-27,Plant B,M-03,P-06,756,8
2026-03-27,Plant B,M-04,P-02,727,10
2026-03-27,Plant B,M-04,P-05,803,50
2026-03-27,Plant B,M-04,P-01,940,29
2026-03-27,Plant B,M-05,P-06,872,11
2026-03-27,Plant B,M-05,P-06,834,13
2026-03-27,Plant B,M-05,P-02,976,11
2026-03-27,Plant C,M-01,P-03,907,23
2026-03-27,Plant C,M-01,P-03,870,17
2026-03-27,Plant C,M-01,P-02,843,26
2026-03-27,Plant C,M-02,P-02,847,14
2026-03-27,Plant C,M-02,P-05,1018,81
2026-03-27,Plant C,M-02,P-03,740,9
2026-03-27,Plant C,M-03,P-03,889,29
2026-03-27,Plant C,M-03,P-05,787,62
2026-03-27,Plant C,M-03,P-03,720,13
2026-03-27,Plant C,M-04,P-06,1059,25
2026-03-27,Plant C,M-04,P-05,663,50
2026-03-27,Plant C,M-04,P-05,820,69
2026-03-27,Plant C,M-05,P-01,708,23
2026-03-27,Plant C,M-05,P-06,1081,19
2026-03-27,Plant C,M-05,P-05,802,49
2026-03-28,Plant A,M-01,P-02,1010,28
2026-03-28,Plant A,M-01,P-03,811,24
2026-03-28,Plant A,M-01,P-04,927,11
2026-03-28,Plant A,M-02,P-04,938,30
2026-03-28,Plant A,M-02,P-04,1000,21
2026-03-28,Plant A,M-02,P-04,650,12
2026-03-28,Plant A,M-03,P-06,752,17
2026-03-28,Plant A,M-03,P-01,925,12
2026-03-28,Plant A,M-03,P-01,609,16
2026-03-28,Plant A,M-04,P-01,1148,25
2026-03-28,Plant A,M-04,P-06,883,7
2026-03-28,Plant A,M-04,P-06,827,21
2026-03-28,Plant A,M-05,P-04,693,17
2026-03-28,Plant A,M-05,P-02,1046,25
2026-03-28,Plant A,M-05,P-02,645,20
2026-03-28,Plant B,M-01,P-03,896,12
2026-03-28,Plant B,M-01,P-02,871,28
2026-03-28,Plant B,M-01,P-06,592,19
2026-03-28,Plant B,M-02,P-05,970,57
2026-03-28,Plant B,M-02,P-03,737,15
2026-03-28,Plant B,M-02,P-06,630,20
2026-03-28,Plant B,M-03,P-01,994,18
2026-03-28,Plant B,M-03,P-01,962,13
2026-03-28,Plant B,M-03,P-02,654,15
2026-03-28,Plant B,M-04,P-03,585,17
2026-03-28,Plant B,M-04,P-06,757,11
2026-03-28,Plant B,M-04,P-06,458,4
2026-03-28,Plant B,M-05,P-04,889,27
2026-03-28,Plant B,M-05,P-04,669,9
2026-03-28,Plant B,M-05,P-03,889,7
2026-03-28,Plant C,M-01,P-02,1128,27
2026-03-28,Plant C,M-01,P-02,723,19
2026-03-28,Plant C,M-01,P-02,687,18
2026-03-28,Plant C,M-02,P-06,684,11
2026-03-28,Plant C,M-02,P-06,916,19
2026-03-28,Plant C,M-02,P-05,720,41
2026-03-28,Plant C,M-03,P-03,683,7
2026-03-28,Plant C,M-03,P-02,688,19
2026-03-28,Plant C,M-03,P-03,902,19
2026-03-28,Plant C,M-04,P-03,1025,8
2026-03-28,Plant C,M-04,P-01,823,11
2026-03-28,Plant C,M-04,P-02,735,8
2026-03-28,Plant C,M-05,P-04,1126,19
2026-03-28,Plant C,M-05,P-04,672,5
2026-03-28,Plant C,M-05,P-04,755,11
2026-03-29,Plant A,M-01,P-02,810,22
2026-03-29,Plant A,M-01,P-02,598,11
2026-03-29,Plant A,M-01,P-04,696,11
2026-03-29,Plant A,M-02,P-06,775,10
2026-03-29,Plant A,M-02,P-06,657,7
2026-03-29,Plant A,M-02,P-01,754,10
2026-03-29,Plant A,M-03,P-06,647,8
2026-03-29,Plant A,M-03,P-05,958,60
2026-03-29,Plant A,M-03,P-05,774,58
2026-03-29,Plant A,M-04,P-05,1040,75
2026-03-29,Plant A,M-04,P-02,714,13
2026-03-29,Plant A,M-04,P-05,629,31
2026-03-29,Plant A,M-05,P-05,755,49
2026-03-29,Plant A,M-05,P-05,758,44
2026-03-29,Plant A,M-05,P-01,759,8
2026-03-29,Plant B,M-01,P-03,857,20
2026-03-29,Plant B,M-01,P-02,949,13
2026-03-29,Plant B,M-01,P-04,759,8
2026-03-29,Plant B,M-02,P-05,874,59
2026-03-29,Plant B,M-02,P-04,852,8
2026-03-29,Plant B,M-02,P-06,881,7
2026-03-29,Plant B,M-03,P-04,804,11
2026-03-29,Plant B,M-03,P-01,1080,27
2026-03-29,Plant B,M-03,P-05,624,35
2026-03-29,Plant B,M-04,P-03,675,23
2026-03-29,Plant B,M-04,P-01,393,9
2026-03-29,Plant B,M-04,P-06,748,10
2026-03-29,Plant B,M-05,P-02,751,13
2026-03-29,Plant B,M-05,P-03,932,15
2026-03-29,Plant B,M-05,P-02,977,14
2026-03-29,Plant C,M-01,P-01,837,10
2026-03-29,Plant C,M-01,P-02,924,12
2026-03-29,Plant C,M-01,P-05,882,64
2026-03-29,Plant C,M-02,P-02,769,18
2026-03-29,Plant C,M-02,P-02,780,14
2026-03-29,Plant C,M-02,P-01,541,7
2026-03-29,Plant C,M-03,P-01,817,23
2026-03-29,Plant C,M-03,P-06,1053,14
2026-03-29,Plant C,M-03,P-01,988,20
2026-03-29,Plant C,M-04,P-06,772,9
2026-03-29,Plant C,M-04,P-04,1039,30
2026-03-29,Plant C,M-04,P-06,857,22
2026-03-29,Plant C,M-05,P-06,725,19
2026-03-29,Plant C,M-05,P-04,1003,24
2026-03-29,Plant C,M-05,P-03,691,8
2026-03-30,Plant A,M-01,P-04,789,13
2026-03-30,Plant A,M-01,P-06,885,19
2026-03-30,Plant A,M-01,P-03,931,15
2026-03-30,Plant A,M-02,P-04,794,16
2026-03-30,Plant A,M-02,P-03,897,7
2026-03-30,Plant A,M-02,P-03,649,19
2026-03-30,Plant A,M-03,P-03,819,10
2026-03-30,Plant A,M-03,P-03,866,7
2026-03-30,Plant A,M-03,P-05,544,38
2026-03-30,Plant A,M-04,P-01,857,22
2026-03-30,Plant A,M-04,P-03,873,10
2026-03-30,Plant A,M-04,P-06,704,20
2026-03-30,Plant A,M-05,P-02,796,8
2026-03-30,Plant A,M-05,P-04,698,14
2026-03-30,Plant A,M-05,P-06,957,23
2026-03-30,Plant B,M-01,P-01,855,24
2026-03-30,Plant B,M-01,P-04,991,19
2026-03-30,Plant B,M-01,P-03,715,6
2026-03-30,Plant B,M-02,P-04,904,22
2026-03-30,Plant B,M-02,P-01,803,15
2026-03-30,Plant B,M-02,P-01,985,34
2026-03-30,Plant B,M-03,P-05,1002,68
2026-03-30,Plant B,M-03,P-02,743,21
2026-03-30,Plant B,M-03,P-01,688,18
2026-03-30,Plant B,M-04,P-06,622,5
2026-03-30,Plant B,M-04,P-05,440,22
2026-03-30,Plant B,M-04,P-06,461,10
2026-03-30,Plant B,M-05,P-01,1015,8
2026-03-30,Plant B,M-05,P-02,1048,15
2026-03-30,Plant B,M-05,P-03,858,15
2026-03-30,Plant C,M-01,P-06,616,9
2026-03-30,Plant C,M-01,P-02,741,7
2026-03-30,Plant C,M-01,P-06,608,6
2026-03-30,Plant C,M-02,P-05,822,44
2026-03-30,Plant C,M-02,P-03,927,21
2026-03-30,Plant C,M-02,P-04,593,14
2026-03-30,Plant C,M-03,P-05,741,39
2026-03-30,Plant C,M-03,P-02,919,16
2026-03-30,Plant C,M-03,P-06,747,8
2026-03-30,Plant C,M-04,P-06,767,21
2026-03-30,Plant C,M-04,P-03,886,26
2026-03-30,Plant C,M-04,P-05,815,51
2026-03-30,Plant C,M-05,P-02,1049,34
2026-03-30,Plant C,M-05,P-05,924,60
2026-03-30,Plant C,M-05,P-04,604,10
2026-03-31,Plant A,M-01,P-06,758,24
2026-03-31,Plant A,M-01,P-05,869,41
2026-03-31,Plant A,M-01,P-01,612,5
2026-03-31,Plant A,M-02,P-04,837,25
2026-03-31,Plant A,M-02,P-01,745,23
2026-03-31,Plant A,M-02,P-06,865,27
2026-03-31,Plant A,M-03,P-01,1068,12
2026-03-31,Plant A,M-03,P-06,769,20
2026-03-31,Plant A,M-03,P-04,721,18
2026-03-31,Plant A,M-04,P-02,999,17
2026-03-31,Plant A,M-04,P-05,985,46
2026-03-31,Plant A,M-04,P-02,882,17
2026-03-31,Plant A,M-05,P-05,1044,81
2026-03-31,Plant A,M-05,P-02,758,13
2026-03-31,Plant A,M-05,P-03,698,22
2026-03-31,Plant B,M-01,P-06,746,21
2026-03-31,Plant B,M-01,P-01,898,29
2026-03-31,Plant B,M-01,P-04,793,22
2026-03-31,Plant B,M-02,P-06,985,12
2026-03-31,Plant B,M-02,P-04,969,28
2026-03-31,Plant B,M-02,P-03,708,13
2026-03-31,Plant B,M-03,P-03,1068,31
2026-03-31,Plant B,M-03,P-01,1069,10
2026-03-31,Plant B,M-03,P-03,679,23
2026-03-31,Plant B,M-04,P-03,865,12
2026-03-31,Plant B,M-04,P-02,939,17
2026-03-31,Plant B,M-04,P-04,414,9
2026-03-31,Plant B,M-05,P-05,935,66
2026-03-31,Plant B,M-05,P-02,964,23
2026-03-31,Plant B,M-05,P-02,1007,12
2026-03-31,Plant C,M-01,P-01,822,20
2026-03-31,Plant C,M-01,P-02,743,18
2026-03-31,Plant C,M-01,P-02,875,9
2026-03-31,Plant C,M-02,P-04,894,14
2026-03-31,Plant C,M-02,P-04,987,29
2026-03-31,Plant C,M-02,P-03,955,20
2026-03-31,Plant C,M-03,P-03,990,26
2026-03-31,Plant C,M-03,P-04,819,25
2026-03-31,Plant C,M-03,P-06,877,24
2026-03-31,Plant C,M-04,P-06,895,13
2026-03-31,Plant C,M-04,P-02,1082,36
2026-03-31,Plant C,M-04,P-04,919,23
2026-03-31,Plant C,M-05,P-03,1043,34
2026-03-31,Plant C,M-05,P-02,738,13
2026-03-31,Plant C,M-05,P-01,610,19
2026-04-01,Plant A,M-01,P-01,849,13
2026-04-01,Plant A,M-01,P-02,703,13
2026-04-01,Plant A,M-01,P-05,569,28
2026-04-01,Plant A,M-02,P-06,737,13
2026-04-01,Plant A,M-02,P-04,1095,18
2026-04-01,Plant A,M-02,P-01,605,6
2026-04-01,Plant A,M-03,P-02,1099,38
2026-04-01,Plant A,M-03,P-04,803,12
2026-04-01,Plant A,M-03,P-02,879,24
2026-04-01,Plant A,M-04,P-06,1058,21
2026-04-01,Plant A,M-04,P-06,1090,30
2026-04-01,Plant A,M-04,P-04,602,9
2026-04-01,Plant A,M-05,P-01,1077,11
2026-04-01,Plant A,M-05,P-06,767,12
2026-04-01,Plant A,M-05,P-05,813,53
2026-04-01,Plant B,M-01,P-02,1035,34
2026-04-01,Plant B,M-01,P-03,1055,27
2026-04-01,Plant B,M-01,P-05,818,37
2026-04-01,Plant B,M-02,P-06,748,12
2026-04-01,Plant B,M-02,P-03,920,12
2026-04-01,Plant B,M-02,P-04,729,12
2026-04-01,Plant B,M-03,P-02,1146,27
2026-04-01,Plant B,M-03,P-01,921,17
2026-04-01,Plant B,M-03,P-03,825,15
2026-04-01,Plant B,M-04,P-06,865,24
2026-04-01,Plant B,M-04,P-06,615,8
2026-04-01,Plant B,M-04,P-01,751,11
2026-04-01,Plant B,M-05,P-01,942,28
2026-04-01,Plant B,M-05,P-05,766,35
2026-04-01,Plant B,M-05,P-04,1011,31
2026-04-01,Plant C,M-01,P-05,782,49
2026-04-01,Plant C,M-01,P-01,846,14
2026-04-01,Plant C,M-01,P-01,900,18
2026-04-01,Plant C,M-02,P-04,716,25
2026-04-01,Plant C,M-02,P-06,793,11
2026-04-01,Plant C,M-02,P-04,842,21
2026-04-01,Plant C,M-03,P-04,656,19
2026-04-01,Plant C,M-03,P-03,1032,26
2026-04-01,Plant C,M-03,P-02,1027,17
2026-04-01,Plant C,M-04,P-02,1126,11
2026-04-01,Plant C,M-04,P-05,779,56
2026-04-01,Plant C,M-04,P-02,970,10
2026-04-01,Plant C,M-05,P-04,949,20
2026-04-01,Plant C,M-05,P-05,633,34
2026-04-01,Plant C,M-05,P-05,794,44
2026-04-02,Plant A,M-01,P-06,754,16
2026-04-02,Plant A,M-01,P-02,728,8
2026-04-02,Plant A,M-01,P-01,977,22
2026-04-02,Plant A,M-02,P-06,810,19
2026-04-02,Plant A,M-02,P-05,1014,72
2026-04-02,Plant A,M-02,P-01,832,21
2026-04-02,Plant A,M-03,P-05,865,56
2026-04-02,Plant A,M-03,P-06,639,20
2026-04-02,Plant A,M-03,P-03,766,8
2026-04-02,Plant A,M-04,P-03,922,21
2026-04-02,Plant A,M-04,P-03,770,21
2026-04-02,Plant A,M-04,P-03,732,24
2026-04-02,Plant A,M-05,P-06,1094,26
2026-04-02,Plant A,M-05,P-05,1096,53
2026-04-02,Plant A,M-05,P-01,842,19
2026-04-02,Plant B,M-01,P-02,783,24
2026-04-02,Plant B,M-01,P-04,718,23
2026-04-02,Plant B,M-01,P-01,711,18
2026-04-02,Plant B,M-02,P-05,917,71
2026-04-02,Plant B,M-02,P-06,705,18
2026-04-02,Plant B,M-02,P-05,915,51
2026-04-02,Plant B,M-03,P-06,929,13
2026-04-02,Plant B,M-03,P-02,927,8
2026-04-02,Plant B,M-03,P-01,651,13
2026-04-02,Plant B,M-04,P-06,471,4
2026-04-02,Plant B,M-04,P-03,792,13
2026-04-02,Plant B,M-04,P-06,714,10
2026-04-02,Plant B,M-05,P-06,1036,15
2026-04-02,Plant B,M-05,P-01,899,13
2026-04-02,Plant B,M-05,P-01,851,11
2026-04-02,Plant C,M-01,P-05,910,64
2026-04-02,Plant C,M-01,P-06,873,24
2026-04-02,Plant C,M-01,P-05,772,39
2026-04-02,Plant C,M-02,P-02,1106,10
2026-04-02,Plant C,M-02,P-04,841,17
2026-04-02,Plant C,M-02,P-04,815,12
2026-04-02,Plant C,M-03,P-01,954,28
2026-04-02,Plant C,M-03,P-03,1161,29
2026-04-02,Plant C,M-03,P-05,712,45
2026-04-02,Plant C,M-04,P-06,699,13
2026-04-02,Plant C,M-04,P-05,973,67
2026-04-02,Plant C,M-04,P-06,628,7
2026-04-02,Plant C,M-05,P-02,924,18
2026-04-02,Plant C,M-05,P-04,973,31
2026-04-02,Plant C,M-05,P-01,818,6
2026-04-03,Plant A,M-01,P-03,909,11
2026-04-03,Plant A,M-01,P-02,930,17
2026-04-03,Plant A,M-01,P-01,960,28
2026-04-03,Plant A,M-02,P-06,910,13
2026-04-03,Plant A,M-02,P-06,912,14
2026-04-03,Plant A,M-02,P-04,691,11
2026-04-03,Plant A,M-03,P-01,932,32
2026-04-03,Plant A,M-03,P-03,835,22
2026-04-03,Plant A,M-03,P-06,967,8
2026-04-03,Plant A,M-04,P-01,790,15
2026-04-03,Plant A,M-04,P-05,694,55
2026-04-03,Plant A,M-04,P-06,912,14
2026-04-03,Plant A,M-05,P-01,782,14
2026-04-03,Plant A,M-05,P-01,742,17
2026-04-03,Plant A,M-05,P-02,628,15
2026-04-03,Plant B,M-01,P-03,868,27
2026-04-03,Plant B,M-01,P-01,1096,16
2026-04-03,Plant B,M-01,P-03,684,17
2026-04-03,Plant B,M-02,P-03,938,7
2026-04-03,Plant B,M-02,P-05,1063,83
2026-04-03,Plant B,M-02,P-03,549,19
2026-04-03,Plant B,M-03,P-03,853,27
2026-04-03,Plant B,M-03,P-05,823,47
2026-04-03,Plant B,M-03,P-05,641,39
2026-04-03,Plant B,M-04,P-06,630,9
2026-04-03,Plant B,M-04,P-03,792,9
2026-04-03,Plant B,M-04,P-03,523,5
2026-04-03,Plant B,M-05,P-04,742,11
2026-04-03,Plant B,M-05,P-06,815,8
2026-04-03,Plant B,M-05,P-04,718,24
2026-04-03,Plant C,M-01,P-01,820,27
2026-04-03,Plant C,M-01,P-01,841,14
2026-04-03,Plant C,M-01,P-05,761,53
2026-04-03,Plant C,M-02,P-01,801,25
2026-04-03,Plant C,M-02,P-01,954,11
2026-04-03,Plant C,M-02,P-05,864,58
2026-04-03,Plant C,M-03,P-03,977,24
2026-04-03,Plant C,M-03,P-06,717,11
2026-04-03,Plant C,M-03,P-03,880,25
2026-04-03,Plant C,M-04,P-02,949,19
2026-04-03,Plant C,M-04,P-05,734,59
2026-04-03,Plant C,M-04,P-04,937,25
2026-04-03,Plant C,M-05,P-04,1000,34
2026-04-03,Plant C,M-05,P-06,762,20
2026-04-03,Plant C,M-05,P-02,635,15
2026-04-04,Plant A,M-01,P-05,1085,84
2026-04-04,Plant A,M-01,P-04,869,8
2026-04-04,Plant A,M-01,P-02,804,25
2026-04-04,Plant A,M-02,P-05,865,57
2026-04-04,Plant A,M-02,P-06,1013,17
2026-04-04,Plant A,M-02,P-02,814,27
2026-04-04,Plant A,M-03,P-06,634,12
2026-04-04,Plant A,M-03,P-03,746,19
2026-04-04,Plant A,M-03,P-06,646,11
2026-04-04,Plant A,M-04,P-01,743,13
2026-04-04,Plant A,M-04,P-05,866,63
2026-04-04,Plant A,M-04,P-05,606,42
2026-04-04,Plant A,M-05,P-06,998,30
2026-04-04,Plant A,M-05,P-02,815,20
2026-04-04,Plant A,M-05,P-01,950,23
2026-04-04,Plant B,M-01,P-02,831,12
2026-04-04,Plant B,M-01,P-04,966,16
2026-04-04,Plant B,M-01,P-01,648,14
2026-04-04,Plant B,M-02,P-01,1012,24
2026-04-04,Plant B,M-02,P-05,854,48
2026-04-04,Plant B,M-02,P-03,719,11
2026-04-04,Plant B,M-03,P-05,830,60
2026-04-04,Plant B,M-03,P-01,874,14
2026-04-04,Plant B,M-03,P-04,889,28
2026-04-04,Plant B,M-04,P-06,713,9
2026-04-04,Plant B,M-04,P-04,561,16
2026-04-04,Plant B,M-04,P-01,848,13
2026-04-04,Plant B,M-05,P-06,748,24
2026-04-04,Plant B,M-05,P-05,1061,75
2026-04-04,Plant B,M-05,P-06,822,18
2026-04-04,Plant C,M-01,P-03,1125,25
2026-04-04,Plant C,M-01,P-05,824,50
2026-04-04,Plant C,M-01,P-06,899,7
2026-04-04,Plant C,M-02,P-04,837,18
2026-04-04,Plant C,M-02,P-02,708,19
2026-04-04,Plant C,M-02,P-06,974,31
2026-04-04,Plant C,M-03,P-03,1061,24
2026-04-04,Plant C,M-03,P-01,1109,33
2026-04-04,Plant C,M-03,P-02,768,13
2026-04-04,Plant C,M-04,P-06,1000,25
2026-04-04,Plant C,M-04,P-01,1051,10
2026-04-04,Plant C,M-04,P-03,688,7
2026-04-04,Plant C,M-05,P-01,935,16
2026-04-04,Plant C,M-05,P-02,715,21
2026-04-04,Plant C,M-05,P-03,775,21
2026-04-05,Plant A,M-01,P-05,1160,78
2026-04-05,Plant A,M-01,P-04,643,9
2026-04-05,Plant A,M-01,P-01,803,8
2026-04-05,Plant A,M-02,P-06,831,29
2026-04-05,Plant A,M-02,P-06,676,13
2026-04-05,Plant A,M-02,P-02,877,25
2026-04-05,Plant A,M-03,P-01,784,11
2026-04-05,Plant A,M-03,P-06,916,8
2026-04-05,Plant A,M-03,P-04,898,15
2026-04-05,Plant A,M-04,P-05,724,45
2026-04-05,Plant A,M-04,P-04,1060,31
2026-04-05,Plant A,M-04,P-05,748,48
2026-04-05,Plant A,M-05,P-06,890,15
2026-04-05,Plant A,M-05,P-06,1115,17
2026-04-05,Plant A,M-05,P-06,735,21
2026-04-05,Plant B,M-01,P-03,788,15
2026-04-05,Plant B,M-01,P-02,705,20
2026-04-05,Plant B,M-01,P-02,603,7
2026-04-05,Plant B,M-02,P-04,730,15
2026-04-05,Plant B,M-02,P-04,1050,15
2026-04-05,Plant B,M-02,P-05,734,45
2026-04-05,Plant B,M-03,P-01,904,22
2026-04-05,Plant B,M-03,P-03,982,29
2026-04-05,Plant B,M-03,P-03,792,27
2026-04-05,Plant B,M-04,P-02,647,10
2026-04-05,Plant B,M-04,P-05,864,57
2026-04-05,Plant B,M-04,P-01,903,12
2026-04-05,Plant B,M-05,P-06,1004,23
2026-04-05,Plant B,M-05,P-02,839,12
2026-04-05,Plant B,M-05,P-03,927,10
2026-04-05,Plant C,M-01,P-05,797,55
2026-04-05,Plant C,M-01,P-04,909,9
2026-04-05,Plant C,M-01,P-03,632,12
2026-04-05,Plant C,M-02,P-05,1082,57
2026-04-05,Plant C,M-02,P-01,790,16
2026-04-05,Plant C,M-02,P-05,908,49
2026-04-05,Plant C,M-03,P-02,866,20
2026-04-05,Plant C,M-03,P-02,928,21
2026-04-05,Plant C,M-03,P-04,898,29
2026-04-05,Plant C,M-04,P-02,971,7
2026-04-05,Plant C,M-04,P-03,1134,24
2026-04-05,Plant C,M-04,P-06,770,14
2026-04-05,Plant C,M-05,P-02,843,7
2026-04-05,Plant C,M-05,P-06,827,9
2026-04-05,Plant C,M-05,P-01,771,12
2026-04-06,Plant A,M-01,P-02,675,11
2026-04-06,Plant A,M-01,P-02,1017,8
2026-04-06,Plant A,M-01,P-02,940,17
2026-04-06,Plant A,M-02,P-04,896,23
2026-04-06,Plant A,M-02,P-03,745,15
2026-04-06,Plant A,M-02,P-06,686,5
2026-04-06,Plant A,M-03,P-03,701,18
2026-04-06,Plant A,M-03,P-02,1067,16
2026-04-06,Plant A,M-03,P-01,754,13
2026-04-06,Plant A,M-04,P-02,689,8
2026-04-06,Plant A,M-04,P-01,753,7
2026-04-06,Plant A,M-04,P-06,838,19
2026-04-06,Plant A,M-05,P-05,1122,61
2026-04-06,Plant A,M-05,P-04,1091,20
2026-04-06,Plant A,M-05,P-06,879,25
2026-04-06,Plant B,M-01,P-02,1059,11
2026-04-06,Plant B,M-01,P-04,774,9
2026-04-06,Plant B,M-01,P-04,697,12
2026-04-06,Plant B,M-02,P-05,826,62
2026-04-06,Plant B,M-02,P-04,1053,21
2026-04-06,Plant B,M-02,P-03,940,8
2026-04-06,Plant B,M-03,P-03,1136,33
2026-04-06,Plant B,M-03,P-06,963,32
2026-04-06,Plant B,M-03,P-04,614,15
2026-04-06,Plant B,M-04,P-05,488,23
2026-04-06,Plant B,M-04,P-04,1008,13
2026-04-06,Plant B,M-04,P-02,588,18
2026-04-06,Plant B,M-05,P-03,740,9
2026-04-06,Plant B,M-05,P-06,716,21
2026-04-06,Plant B,M-05,P-03,693,19
2026-04-06,Plant C,M-01,P-06,835,27
2026-04-06,Plant C,M-01,P-05,853,47
2026-04-06,Plant C,M-01,P-05,668,39
2026-04-06,Plant C,M-02,P-03,874,23
2026-04-06,Plant C,M-02,P-02,880,15
2026-04-06,Plant C,M-02,P-01,867,24
2026-04-06,Plant C,M-03,P-01,1065,19
2026-04-06,Plant C,M-03,P-03,832,10
2026-04-06,Plant C,M-03,P-03,759,10
2026-04-06,Plant C,M-04,P-03,935,12
2026-04-06,Plant C,M-04,P-05,969,75
2026-04-06,Plant C,M-04,P-03,889,10
2026-04-06,Plant C,M-05,P-03,1160,15
2026-04-06,Plant C,M-05,P-05,810,54
2026-04-06,Plant C,M-05,P-02,669,15
2026-04-07,Plant A,M-01,P-06,682,14
2026-04-07,Plant A,M-01,P-05,631,33
2026-04-07,Plant A,M-01,P-02,875,24
2026-04-07,Plant A,M-02,P-04,726,16
2026-04-07,Plant A,M-02,P-02,984,12
2026-04-07,Plant A,M-02,P-03,842,7
2026-04-07,Plant A,M-03,P-03,1093,33
2026-04-07,Plant A,M-03,P-01,913,8
2026-04-07,Plant A,M-03,P-06,793,21
2026-04-07,Plant A,M-04,P-03,1073,25
2026-04-07,Plant A,M-04,P-01,604,8
2026-04-07,Plant A,M-04,P-01,661,19
2026-04-07,Plant A,M-05,P-06,691,20
2026-04-07,Plant A,M-05,P-02,821,21
2026-04-07,Plant A,M-05,P-05,894,52
2026-04-07,Plant B,M-01,P-04,784,13
2026-04-07,Plant B,M-01,P-02,956,21
2026-04-07,Plant B,M-01,P-02,997,30
2026-04-07,Plant B,M-02,P-02,688,15
2026-04-07,Plant B,M-02,P-01,778,7
2026-04-07,Plant B,M-02,P-02,815,17
2026-04-07,Plant B,M-03,P-04,894,15
2026-04-07,Plant B,M-03,P-05,737,43
2026-04-07,Plant B,M-03,P-02,606,13
2026-04-07,Plant B,M-04,P-02,603,6
2026-04-07,Plant B,M-04,P-05,629,34
2026-04-07,Plant B,M-04,P-05,702,33
2026-04-07,Plant B,M-05,P-01,962,11
2026-04-07,Plant B,M-05,P-03,733,17
2026-04-07,Plant B,M-05,P-02,961,8
2026-04-07,Plant C,M-01,P-01,830,8
2026-04-07,Plant C,M-01,P-06,1021,15
2026-04-07,Plant C,M-01,P-01,916,26
2026-04-07,Plant C,M-02,P-01,759,17
2026-04-07,Plant C,M-02,P-06,816,20
2026-04-07,Plant C,M-02,P-02,957,30
2026-04-07,Plant C,M-03,P-01,1036,18
2026-04-07,Plant C,M-03,P-01,819,27
2026-04-07,Plant C,M-03,P-06,815,8
2026-04-07,Plant C,M-04,P-01,1055,32
2026-04-07,Plant C,M-04,P-06,972,30
2026-04-07,Plant C,M-04,P-01,878,9
2026-04-07,Plant C,M-05,P-04,804,12
2026-04-07,Plant C,M-05,P-01,873,15
2026-04-07,Plant C,M-05,P-01,663,18
2026-04-08,Plant A,M-01,P-01,842,8
2026-04-08,Plant A,M-01,P-02,864,7
2026-04-08,Plant A,M-01,P-05,576,37
2026-04-08,Plant A,M-02,P-05,771,55
2026-04-08,Plant A,M-02,P-04,716,10
2026-04-08,Plant A,M-02,P-06,726,8
2026-04-08,Plant A,M-03,P-04,1114,27
2026-04-08,Plant A,M-03,P-06,732,20
2026-04-08,Plant A,M-03,P-04,806,15
2026-04-08,Plant A,M-04,P-02,864,16
2026-04-08,Plant A,M-04,P-05,821,52
2026-04-08,Plant A,M-04,P-06,808,15
2026-04-08,Plant A,M-05,P-05,709,47
2026-04-08,Plant A,M-05,P-01,865,16
2026-04-08,Plant A,M-05,P-03,669,11
2026-04-08,Plant B,M-01,P-05,1093,66
2026-04-08,Plant B,M-01,P-03,922,31
2026-04-08,Plant B,M-01,P-03,900,14
2026-04-08,Plant B,M-02,P-04,985,19
2026-04-08,Plant B,M-02,P-04,947,17
2026-04-08,Plant B,M-02,P-06,831,26
2026-04-08,Plant B,M-03,P-05,1076,52
2026-04-08,Plant B,M-03,P-01,723,11
2026-04-08,Plant B,M-03,P-05,714,36
2026-04-08,Plant B,M-04,P-06,577,13
2026-04-08,Plant B,M-04,P-04,823,11
2026-04-08,Plant B,M-04,P-04,708,19
2026-04-08,Plant B,M-05,P-05,988,50
2026-04-08,Plant B,M-05,P-03,939,30
2026-04-08,Plant B,M-05,P-02,877,12
2026-04-08,Plant C,M-01,P-03,706,6
2026-04-08,Plant C,M-01,P-02,771,24
2026-04-08,Plant C,M-01,P-05,705,33
2026-04-08,Plant C,M-02,P-04,1032,12
2026-04-08,Plant C,M-02,P-06,754,21
2026-04-08,Plant C,M-02,P-01,725,18
2026-04-08,Plant C,M-03,P-06,704,13
2026-04-08,Plant C,M-03,P-02,799,15
2026-04-08,Plant C,M-03,P-04,647,9
2026-04-08,Plant C,M-04,P-06,891,29
2026-04-08,Plant C,M-04,P-04,600,20
2026-04-08,Plant C,M-04,P-05,608,32
2026-04-08,Plant C,M-05,P-03,935,26
2026-04-08,Plant C,M-05,P-06,951,28
2026-04-08,Plant C,M-05,P-01,735,7
2026-04-09,Plant A,M-01,P-02,1085,26
2026-04-09,Plant A,M-01,P-03,853,22
2026-04-09,Plant A,M-01,P-05,940,75
2026-04-09,Plant A,M-02,P-02,975,24
2026-04-09,Plant A,M-02,P-05,737,38
2026-04-09,Plant A,M-02,P-05,863,55
2026-04-09,Plant A,M-03,P-02,1160,19
