Date,Plant,Machine,Energy_kWh
2026-03-23,Plant B,M-02,431.1445888743304
2026-03-23,Plant B,M-03,937.023086164845
2026-03-23,Plant B,M-03,907.1767727191975
2026-03-23,Plant B,M-03,704.2603393290033
2026-03-23,Plant B,M-04,478.91071935785624
2026-03-23,Plant B,M-04,596.0726045174513
2026-03-23,Plant B,M-04,368.31204684786064
2026-03-23,Plant B,M-05,670.1909688416167
2026-03-23,Plant B,M-05,481.8393624195976
2026-03-23,Plant B,M-05,373.1837619102957
2026-03-23,Plant C,M-01,421.973048667462
2026-03-23,Plant C,M-01,615.2308151019295
2026-03-23,Plant C,M-01,471.6680163417363
2026-03-23,Plant C,M-02,519.62995219153
2026-03-23,Plant C,M-02,369.7506688050424
2026-03-23,Plant C,M-02,486.2640425399021
2026-03-23,Plant C,M-03,918.6250795402304
2026-03-23,Plant C,M-03,606.2688855811268
2026-03-23,Plant C,M-03,635.3397078331222
2026-03-23,Plant C,M-04,323.2796874817274
2026-03-23,Plant C,M-04,514.4331446904732
2026-03-23,Plant C,M-04,423.84947218076195
2026-03-23,Plant C,M-05,425.31096418768277
2026-03-23,Plant C,M-05,511.9913020315959
2026-03-23,Plant C,M-05,398.88304955250425
2026-03-24,Plant A,M-01,394.8438006071519
2026-03-24,Plant A,M-01,589.4841411292161
2026-03-24,Plant A,M-01,330.68680305069375
2026-03-24,Plant A,M-02,443.96196196418566
2026-03-24,Plant A,M-02,439.7783261366347
2026-03-24,Plant A,M-02,342.3421807328502
2026-03-24,Plant A,M-03,712.7290053816853
2026-03-24,Plant A,M-03,526.4366169708325
2026-03-24,Plant A,M-03,855.6251818581954
2026-03-24,Plant A,M-04,478.43040479235657
2026-03-24,Plant A,M-04,433.55660253831405
2026-03-24,Plant A,M-04,381.70694261802265
2026-03-24,Plant A,M-05,589.944656307082
2026-03-24,Plant A,M-05,500.9092787187102
2026-03-24,Plant A,M-05,537.2804062835555
2026-03-24,Plant B,M-01,713.9736928817457
2026-03-24,Plant B,M-01,379.9610063088188
2026-03-24,Plant B,M-01,349.5451968468035
2026-03-24,Plant B,M-02,408.34867114141446
2026-03-24,Plant B,M-02,511.95317083878575
2026-03-24,Plant B,M-02,553.4814830818414
2026-03-24,Plant B,M-03,559.5942611627144
2026-03-24,Plant B,M-03,723.8598774792274
2026-03-24,Plant B,M-03,806.102273097171
2026-03-24,Plant B,M-04,269.77539910819127
2026-03-24,Plant B,M-04,352.392517362879
2026-03-24,Plant B,M-04,428.3622403109853
2026-03-24,Plant B,M-05,458.98053978423127
2026-03-24,Plant B,M-05,433.56091059904116
2026-03-24,Plant B,M-05,392.5480374802904
2026-03-24,Plant C,M-01,429.4159853478013
2026-03-24,Plant C,M-01,327.2314504169651
2026-03-24,Plant C,M-01,484.81607201721573
2026-03-24,Plant C,M-02,688.2654275707573
2026-03-24,Plant C,M-02,408.6923439940818
2026-03-24,Plant C,M-02,411.4438204190879
2026-03-24,Plant C,M-03,668.3874949195628
2026-03-24,Plant C,M-03,695.8472381684251
2026-03-24,Plant C,M-03,619.7088069760999
2026-03-24,Plant C,M-04,457.9121586096382
2026-03-24,Plant C,M-04,350.54795291036436
2026-03-24,Plant C,M-04,325.7713693552099
2026-03-24,Plant C,M-05,497.8319626619703
2026-03-24,Plant C,M-05,422.80045670898437
2026-03-24,Plant C,M-05,395.8372667568667
2026-03-25,Plant A,M-01,383.37731752575536
2026-03-25,Plant A,M-01,582.5453947169441
2026-03-25,Plant A,M-01,478.6830421377283
2026-03-25,Plant A,M-02,616.578716357725
2026-03-25,Plant A,M-02,396.72657891471306
2026-03-25,Plant A,M-02,568.0609453724618
2026-03-25,Plant A,M-03,731.7244435018389
2026-03-25,Plant A,M-03,746.7058725870479
2026-03-25,Plant A,M-03,501.81003018850186
2026-03-25,Plant A,M-04,554.2660320674312
2026-03-25,Plant A,M-04,560.4262938721242
2026-03-25,Plant A,M-04,572.1560879763905
2026-03-25,Plant A,M-05,462.25244385769844
2026-03-25,Plant A,M-05,544.9691133088016
2026-03-25,Plant A,M-05,341.9077656647252
2026-03-25,Plant B,M-01,518.9131672748658
2026-03-25,Plant B,M-01,580.8389254885404
2026-03-25,Plant B,M-01,341.8483253038291
2026-03-25,Plant B,M-02,466.1612631389109
2026-03-25,Plant B,M-02,509.50627910948697
2026-03-25,Plant B,M-02,476.7824529371959
2026-03-25,Plant B,M-03,784.1182198800328
2026-03-25,Plant B,M-03,710.1196109367332
2026-03-25,Plant B,M-03,476.7052954299923
2026-03-25,Plant B,M-04,343.674757209613
2026-03-25,Plant B,M-04,370.092238379292
2026-03-25,Plant B,M-04,275.06767950623885
2026-03-25,Plant B,M-05,472.9685132342472
2026-03-25,Plant B,M-05,550.5069727537804
2026-03-25,Plant B,M-05,519.5770916331317
2026-03-25,Plant C,M-01,319.10717157801815
2026-03-25,Plant C,M-01,387.896712498762
2026-03-25,Plant C,M-01,478.1931807994935
2026-03-25,Plant C,M-02,521.2351724357115
2026-03-25,Plant C,M-02,688.4214153856303
2026-03-25,Plant C,M-02,390.19377150214245
2026-03-25,Plant C,M-03,822.0913215853399
2026-03-25,Plant C,M-03,633.8974811111876
2026-03-25,Plant C,M-03,736.1426049137317
2026-03-25,Plant C,M-04,469.90059507832666
2026-03-25,Plant C,M-04,510.6296000544038
2026-03-25,Plant C,M-04,306.3857831537853
2026-03-25,Plant C,M-05,362.5048472759157
2026-03-25,Plant C,M-05,651.7392527832401
2026-03-25,Plant C,M-05,502.6082068921973
2026-03-26,Plant A,M-01,435.15272586928916
2026-03-26,Plant A,M-01,548.967141034774
2026-03-26,Plant A,M-01,472.7460923595504
2026-03-26,Plant A,M-02,526.0122495123796
2026-03-26,Plant A,M-02,449.51276682092646
2026-03-26,Plant A,M-02,415.76244365482825
2026-03-26,Plant A,M-03,911.2206759505286
2026-03-26,Plant A,M-03,593.0652753571078
2026-03-26,Plant A,M-03,732.368894595532
2026-03-26,Plant A,M-04,434.7610174877112
2026-03-26,Plant A,M-04,463.09130700909463
2026-03-26,Plant A,M-04,588.8061571688423
2026-03-26,Plant A,M-05,463.3756133079662
2026-03-26,Plant A,M-05,609.880316403995
2026-03-26,Plant A,M-05,485.66346768680904
2026-03-26,Plant B,M-01,580.1665583275067
2026-03-26,Plant B,M-01,369.1299275342301
2026-03-26,Plant B,M-01,514.3114108952789
2026-03-26,Plant B,M-02,485.60652084824295
2026-03-26,Plant B,M-02,525.818624577752
2026-03-26,Plant B,M-02,318.60492341468233
2026-03-26,Plant B,M-03,691.4883644132907
2026-03-26,Plant B,M-03,472.7497023937735
2026-03-26,Plant B,M-03,464.4246838589535
2026-03-26,Plant B,M-04,319.95945446551804
2026-03-26,Plant B,M-04,477.75899653702714
2026-03-26,Plant B,M-04,370.87096661578937
2026-03-26,Plant B,M-05,404.8826403818194
2026-03-26,Plant B,M-05,623.004535676933
2026-03-26,Plant B,M-05,392.29913079667534
2026-03-26,Plant C,M-01,616.4073600023057
2026-03-26,Plant C,M-01,648.869730264401
2026-03-26,Plant C,M-01,476.1314751943594
2026-03-26,Plant C,M-02,523.9821118685478
2026-03-26,Plant C,M-02,448.1131655109684
2026-03-26,Plant C,M-02,571.3024531810092
2026-03-26,Plant C,M-03,899.927224285102
2026-03-26,Plant C,M-03,544.355595041967
2026-03-26,Plant C,M-03,715.9338780318184
2026-03-26,Plant C,M-04,526.092812252025
2026-03-26,Plant C,M-04,400.1150205124885
2026-03-26,Plant C,M-04,487.8916009607807
2026-03-26,Plant C,M-05,519.0527992605203
2026-03-26,Plant C,M-05,512.3906213580044
2026-03-26,Plant C,M-05,527.5360860285069
2026-03-27,Plant A,M-01,590.6515927155481
2026-03-27,Plant A,M-01,583.6496527653528
2026-03-27,Plant A,M-01,321.59602508859956
2026-03-27,Plant A,M-02,613.9303997161138
2026-03-27,Plant A,M-02,380.98181450097513
2026-03-27,Plant A,M-02,568.1543560338802
2026-03-27,Plant A,M-03,810.5015238217936
2026-03-27,Plant A,M-03,671.1988096611723
2026-03-27,Plant A,M-03,695.3022942044056
2026-03-27,Plant A,M-04,356.1658555781209
2026-03-27,Plant A,M-04,353.7252146751932
2026-03-27,Plant A,M-04,399.7002757048797
2026-03-27,Plant A,M-05,538.6797189993656
2026-03-27,Plant A,M-05,448.7117266384827
2026-03-27,Plant A,M-05,340.75081548857054
2026-03-27,Plant B,M-01,563.3619098178347
2026-03-27,Plant B,M-01,491.31662418564616
2026-03-27,Plant B,M-01,307.7680013348407
2026-03-27,Plant B,M-02,331.3502959710527
2026-03-27,Plant B,M-02,427.58037726559866
2026-03-27,Plant B,M-02,348.98486743753375
2026-03-27,Plant B,M-03,990.3632888954002
2026-03-27,Plant B,M-03,653.9108589109283
2026-03-27,Plant B,M-03,607.4595155453181
2026-03-27,Plant B,M-04,450.58072339558873
2026-03-27,Plant B,M-04,367.9798755310963
2026-03-27,Plant B,M-04,522.2586438439728
2026-03-27,Plant B,M-05,561.0218675401193
2026-03-27,Plant B,M-05,375.5073121585997
2026-03-27,Plant B,M-05,620.1647534569893
2026-03-27,Plant C,M-01,534.8979241012444
2026-03-27,Plant C,M-01,401.6633629535834
2026-03-27,Plant C,M-01,487.5312622095797
2026-03-27,Plant C,M-02,409.82256340016534
2026-03-27,Plant C,M-02,492.6814346908837
2026-03-27,Plant C,M-02,373.0131192447242
2026-03-27,Plant C,M-03,763.7269726957503
2026-03-27,Plant C,M-03,675.0807081720507
2026-03-27,Plant C,M-03,557.0143240598884
2026-03-27,Plant C,M-04,615.6754896797665
2026-03-27,Plant C,M-04,390.4748467163259
2026-03-27,Plant C,M-04,462.2144150455993
2026-03-27,Plant C,M-05,333.99325101170024
2026-03-27,Plant C,M-05,700.4249276275253
2026-03-27,Plant C,M-05,479.53680151861505
2026-03-28,Plant A,M-01,466.5249049141322
2026-03-28,Plant A,M-01,526.0762879573984
2026-03-28,Plant A,M-01,452.7655588831268
2026-03-28,Plant A,M-02,437.0256082696449
2026-03-28,Plant A,M-02,453.72565855554353
2026-03-28,Plant A,M-02,419.8857419212568
2026-03-28,Plant A,M-03,589.1495730274557
2026-03-28,Plant A,M-03,786.4659912823059
2026-03-28,Plant A,M-03,481.5667627904934
2026-03-28,Plant A,M-04,564.3992479907611
2026-03-28,Plant A,M-04,402.3239379433609
2026-03-28,Plant A,M-04,529.6761617901776
2026-03-28,Plant A,M-05,364.6117608544675
2026-03-28,Plant A,M-05,519.6810764159721
2026-03-28,Plant A,M-05,318.1124769532124
2026-03-28,Plant B,M-01,570.6855559987061
2026-03-28,Plant B,M-01,458.3227786700046
2026-03-28,Plant B,M-01,370.79973100929584
2026-03-28,Plant B,M-02,529.7195193211968
2026-03-28,Plant B,M-02,355.54430797131977
2026-03-28,Plant B,M-02,329.7725179238978
2026-03-28,Plant B,M-03,851.9261561682993
2026-03-28,Plant B,M-03,790.0046378426675
2026-03-28,Plant B,M-03,571.4182533699878
2026-03-28,Plant B,M-04,268.2688214151359
2026-03-28,Plant B,M-04,468.09252580349244
2026-03-28,Plant B,M-04,296.68132732375926
2026-03-28,Plant B,M-05,562.913822278537
2026-03-28,Plant B,M-05,416.03258150346596
2026-03-28,Plant B,M-05,558.378047616628
2026-03-28,Plant C,M-01,606.0728945583967
2026-03-28,Plant C,M-01,346.14712080423357
2026-03-28,Plant C,M-01,400.5596634334513
2026-03-28,Plant C,M-02,376.9997843656729
2026-03-28,Plant C,M-02,594.8546326564173
2026-03-28,Plant C,M-02,370.3641983808956
2026-03-28,Plant C,M-03,606.0242463858966
2026-03-28,Plant C,M-03,527.8946577666185
2026-03-28,Plant C,M-03,785.1141434036618
2026-03-28,Plant C,M-04,494.97287832780006
2026-03-28,Plant C,M-04,401.2422324092329
2026-03-28,Plant C,M-04,360.78981463767406
2026-03-28,Plant C,M-05,689.4854777739395
2026-03-28,Plant C,M-05,336.7400982917276
2026-03-28,Plant C,M-05,463.049808630118
2026-03-29,Plant A,M-01,468.618734118562
2026-03-29,Plant A,M-01,342.953532327793
2026-03-29,Plant A,M-01,346.65808645521787
2026-03-29,Plant A,M-02,478.7360681330054
2026-03-29,Plant A,M-02,397.2315047714837
2026-03-29,Plant A,M-02,479.05678950117857
2026-03-29,Plant A,M-03,581.2568802489408
2026-03-29,Plant A,M-03,742.4259854932659
2026-03-29,Plant A,M-03,621.0829626104085
2026-03-29,Plant A,M-04,508.591836598086
2026-03-29,Plant A,M-04,371.4037108651698
2026-03-29,Plant A,M-04,339.60615730955374
2026-03-29,Plant A,M-05,434.5978935224887
2026-03-29,Plant A,M-05,444.84815754924415
2026-03-29,Plant A,M-05,474.55535847426404
2026-03-29,Plant B,M-01,450.5605355593925
2026-03-29,Plant B,M-01,542.163863799323
2026-03-29,Plant B,M-01,468.38044146555666
2026-03-29,Plant B,M-02,481.81458153751055
2026-03-29,Plant B,M-02,459.2608804208069
2026-03-29,Plant B,M-02,454.05197672987157
2026-03-29,Plant B,M-03,719.8322816963289
2026-03-29,Plant B,M-03,964.600725439963
2026-03-29,Plant B,M-03,513.9708653338198
2026-03-29,Plant B,M-04,429.66869654378075
2026-03-29,Plant B,M-04,193.58622591100962
2026-03-29,Plant B,M-04,337.29647500239065
2026-03-29,Plant B,M-05,347.8571156350016
2026-03-29,Plant B,M-05,498.52241994464424
2026-03-29,Plant B,M-05,609.6770008868093
2026-03-29,Plant C,M-01,425.3932080389684
2026-03-29,Plant C,M-01,429.01621502930334
2026-03-29,Plant C,M-01,512.2464736607451
2026-03-29,Plant C,M-02,470.9301568192255
2026-03-29,Plant C,M-02,480.91419701340425
2026-03-29,Plant C,M-02,292.96222595297866
2026-03-29,Plant C,M-03,623.0727299859246
2026-03-29,Plant C,M-03,844.9155445393002
2026-03-29,Plant C,M-03,767.0717781267477
2026-03-29,Plant C,M-04,392.8650044434099
2026-03-29,Plant C,M-04,555.1429780742892
2026-03-29,Plant C,M-04,553.9354981667307
2026-03-29,Plant C,M-05,342.68822460400014
2026-03-29,Plant C,M-05,531.8420953303938
2026-03-29,Plant C,M-05,348.8227276642556
2026-03-30,Plant A,M-01,474.3703140838959
2026-03-30,Plant A,M-01,497.83382871489755
2026-03-30,Plant A,M-01,430.7590506368576
2026-03-30,Plant A,M-02,493.731018302789
2026-03-30,Plant A,M-02,533.1041736502225
2026-03-30,Plant A,M-02,345.67486086880916
2026-03-30,Plant A,M-03,712.9164770284543
2026-03-30,Plant A,M-03,679.6912078803346
2026-03-30,Plant A,M-03,433.0841745322689
2026-03-30,Plant A,M-04,428.3086450124763
2026-03-30,Plant A,M-04,409.27009566552374
2026-03-30,Plant A,M-04,397.60078574053455
2026-03-30,Plant A,M-05,383.6623380627786
2026-03-30,Plant A,M-05,439.68095721487015
2026-03-30,Plant A,M-05,513.5753062901173
2026-03-30,Plant B,M-01,450.13033327977814
2026-03-30,Plant B,M-01,612.465384182088
2026-03-30,Plant B,M-01,425.3079428931828
2026-03-30,Plant B,M-02,566.4018885308666
2026-03-30,Plant B,M-02,516.9164965934541
2026-03-30,Plant B,M-02,541.9109574894865
2026-03-30,Plant B,M-03,760.8933170718692
2026-03-30,Plant B,M-03,606.6542785918961
2026-03-30,Plant B,M-03,522.1973314451026
2026-03-30,Plant B,M-04,365.66154550978973
2026-03-30,Plant B,M-04,238.4637220828984
2026-03-30,Plant B,M-04,224.36951445233137
2026-03-30,Plant B,M-05,472.99597432485507
2026-03-30,Plant B,M-05,473.82338389379345
2026-03-30,Plant B,M-05,436.11249111692314
2026-03-30,Plant C,M-01,297.20159504183755
2026-03-30,Plant C,M-01,389.5979062866592
2026-03-30,Plant C,M-01,315.81349727571654
2026-03-30,Plant C,M-02,518.5681209535853
2026-03-30,Plant C,M-02,467.1502633387013
2026-03-30,Plant C,M-02,293.81053449561244
2026-03-30,Plant C,M-03,626.0350829934431
2026-03-30,Plant C,M-03,785.0747695129155
2026-03-30,Plant C,M-03,591.9274072066685
2026-03-30,Plant C,M-04,484.01150326949283
2026-03-30,Plant C,M-04,558.2326494918386
2026-03-30,Plant C,M-04,429.0869188518232
2026-03-30,Plant C,M-05,493.3682294269145
2026-03-30,Plant C,M-05,536.3158529857842
2026-03-30,Plant C,M-05,358.53289739551116
2026-03-31,Plant A,M-01,400.49699687217867
2026-03-31,Plant A,M-01,546.3034140527702
2026-03-31,Plant A,M-01,327.55731052777355
2026-03-31,Plant A,M-02,541.505829335739
2026-03-31,Plant A,M-02,447.9100771511561
2026-03-31,Plant A,M-02,534.7161744699403
2026-03-31,Plant A,M-03,846.6771703111474
2026-03-31,Plant A,M-03,577.108839733841
2026-03-31,Plant A,M-03,559.2369221191743
2026-03-31,Plant A,M-04,619.0557523067888
2026-03-31,Plant A,M-04,564.1693733471009
2026-03-31,Plant A,M-04,439.357351157253
2026-03-31,Plant A,M-05,514.8782126911897
2026-03-31,Plant A,M-05,369.20404757249685
2026-03-31,Plant A,M-05,397.8476122622985
2026-03-31,Plant B,M-01,401.9067055625715
2026-03-31,Plant B,M-01,466.77016675077823
2026-03-31,Plant B,M-01,457.22570374323743
2026-03-31,Plant B,M-02,623.1037271378816
2026-03-31,Plant B,M-02,594.1131708674942
2026-03-31,Plant B,M-02,319.57707548894825
2026-03-31,Plant B,M-03,821.6303566274896
2026-03-31,Plant B,M-03,957.56194713112
2026-03-31,Plant B,M-03,592.7072654373985
2026-03-31,Plant B,M-04,402.0685376676163
2026-03-31,Plant B,M-04,507.36700649063675
2026-03-31,Plant B,M-04,253.64360236131012
2026-03-31,Plant B,M-05,500.52250674976983
2026-03-31,Plant B,M-05,441.42538061603
2026-03-31,Plant B,M-05,512.7799314740789
2026-03-31,Plant C,M-01,447.18092125770903
2026-03-31,Plant C,M-01,365.6364047679999
2026-03-31,Plant C,M-01,471.5595961321136
2026-03-31,Plant C,M-02,440.1201815843618
2026-03-31,Plant C,M-02,486.7306654639885
2026-03-31,Plant C,M-02,465.25839655260523
2026-03-31,Plant C,M-03,823.7742738629988
2026-03-31,Plant C,M-03,636.0059053352329
2026-03-31,Plant C,M-03,691.784037467876
2026-03-31,Plant C,M-04,561.9213003891267
2026-03-31,Plant C,M-04,671.2788894586222
2026-03-31,Plant C,M-04,567.762235941827
2026-03-31,Plant C,M-05,578.3151195198209
2026-03-31,Plant C,M-05,384.8315071833583
2026-03-31,Plant C,M-05,360.0645099696951
2026-04-01,Plant A,M-01,473.78684473964057
2026-04-01,Plant A,M-01,334.63946900798953
2026-04-01,Plant A,M-01,309.68817794848593
2026-04-01,Plant A,M-02,400.15323380574114
2026-04-01,Plant A,M-02,608.6342220700353
2026-04-01,Plant A,M-02,297.67914631486843
2026-04-01,Plant A,M-03,892.9644625688378
2026-04-01,Plant A,M-03,609.0152145194282
2026-04-01,Plant A,M-03,674.0921878978347
2026-04-01,Plant A,M-04,604.7185763287702
2026-04-01,Plant A,M-04,549.9653933957322
2026-04-01,Plant A,M-04,276.3953449030882
2026-04-01,Plant A,M-05,536.0802861705439
2026-04-01,Plant A,M-05,420.8086348303431
2026-04-01,Plant A,M-05,463.11219352862355
2026-04-01,Plant B,M-01,479.10792109855225
2026-04-01,Plant B,M-01,592.3100045398699
2026-04-01,Plant B,M-01,476.08551703472085
2026-04-01,Plant B,M-02,379.9207186110858
2026-04-01,Plant B,M-02,507.44940771743455
2026-04-01,Plant B,M-02,407.0860924734943
2026-04-01,Plant B,M-03,921.9330129500595
2026-04-01,Plant B,M-03,730.2850908623869
2026-04-01,Plant B,M-03,735.0621743135802
2026-04-01,Plant B,M-04,424.0909268290719
2026-04-01,Plant B,M-04,353.2933321278804
2026-04-01,Plant B,M-04,423.6914343271383
2026-04-01,Plant B,M-05,497.20369082166275
2026-04-01,Plant B,M-05,403.9216770633363
2026-04-01,Plant B,M-05,589.3798202677581
2026-04-01,Plant C,M-01,468.0546699358215
2026-04-01,Plant C,M-01,434.88118062835804
2026-04-01,Plant C,M-01,437.05560025725197
2026-04-01,Plant C,M-02,361.4696172908124
2026-04-01,Plant C,M-02,419.5039880263856
2026-04-01,Plant C,M-02,531.7941553010095
2026-04-01,Plant C,M-03,508.56235166446186
2026-04-01,Plant C,M-03,791.5262357972983
2026-04-01,Plant C,M-03,912.6482682976805
2026-04-01,Plant C,M-04,651.1778014166963
2026-04-01,Plant C,M-04,406.35181438441805
2026-04-01,Plant C,M-04,597.4315673915235
2026-04-01,Plant C,M-05,582.4282873845946
2026-04-01,Plant C,M-05,312.01939707323345
2026-04-01,Plant C,M-05,432.7976556239831
2026-04-02,Plant A,M-01,364.7993687083028
2026-04-02,Plant A,M-01,344.2686984327916
2026-04-02,Plant A,M-01,607.3910737352172
2026-04-02,Plant A,M-02,458.3600595742079
2026-04-02,Plant A,M-02,559.1718313038684
2026-04-02,Plant A,M-02,446.37819047684275
2026-04-02,Plant A,M-03,690.6971500806162
2026-04-02,Plant A,M-03,536.5341654843226
2026-04-02,Plant A,M-03,686.9242667298262
2026-04-02,Plant A,M-04,461.11007577215577
2026-04-02,Plant A,M-04,348.60349191063204
2026-04-02,Plant A,M-04,415.585380409147
2026-04-02,Plant A,M-05,515.6321238382252
2026-04-02,Plant A,M-05,672.6730912792526
2026-04-02,Plant A,M-05,432.47430772015434
2026-04-02,Plant B,M-01,487.04891242803564
2026-04-02,Plant B,M-01,400.9719322210867
2026-04-02,Plant B,M-01,373.76546220505645
2026-04-02,Plant B,M-02,593.6020418656897
2026-04-02,Plant B,M-02,426.22293763284193
2026-04-02,Plant B,M-02,544.8471620298071
2026-04-02,Plant B,M-03,765.0752306725361
2026-04-02,Plant B,M-03,765.2662116309365
2026-04-02,Plant B,M-03,502.4284509419636
2026-04-02,Plant B,M-04,286.9211763002967
2026-04-02,Plant B,M-04,387.89319743075947
2026-04-02,Plant B,M-04,401.6766746477752
2026-04-02,Plant B,M-05,609.2467141671777
2026-04-02,Plant B,M-05,509.31548187408555
2026-04-02,Plant B,M-05,470.75313653971
2026-04-02,Plant C,M-01,591.0894846232468
2026-04-02,Plant C,M-01,508.0232506414701
2026-04-02,Plant C,M-01,367.3730648451428
2026-04-02,Plant C,M-02,619.3244135985412
2026-04-02,Plant C,M-02,537.7922592359962
2026-04-02,Plant C,M-02,516.9755445058287
2026-04-02,Plant C,M-03,746.088069654556
2026-04-02,Plant C,M-03,961.4115636116123
2026-04-02,Plant C,M-03,606.0742378920265
2026-04-02,Plant C,M-04,386.8513979251046
2026-04-02,Plant C,M-04,624.283517531598
2026-04-02,Plant C,M-04,346.3143384273832
2026-04-02,Plant C,M-05,445.6416529657272
2026-04-02,Plant C,M-05,479.5426314041275
2026-04-02,Plant C,M-05,410.8700762409807
2026-04-03,Plant A,M-01,461.9369266662098
2026-04-03,Plant A,M-01,488.64201143088815
2026-04-03,Plant A,M-01,559.4269977099299
2026-04-03,Plant A,M-02,481.98288685759144
2026-04-03,Plant A,M-02,512.483085872051
2026-04-03,Plant A,M-02,379.439675078145
2026-04-03,Plant A,M-03,718.5079508317879
2026-04-03,Plant A,M-03,674.6024827613031
2026-04-03,Plant A,M-03,814.722147490968
2026-04-03,Plant A,M-04,455.382096044708
2026-04-03,Plant A,M-04,367.64894156428284
2026-04-03,Plant A,M-04,441.5405923498266
2026-04-03,Plant A,M-05,444.80418418545844
2026-04-03,Plant A,M-05,467.7470686768569
2026-04-03,Plant A,M-05,293.98541756849613
2026-04-03,Plant B,M-01,532.4729060999048
2026-04-03,Plant B,M-01,608.8520902329163
2026-04-03,Plant B,M-01,309.50046672226335
2026-04-03,Plant B,M-02,497.2027863386858
2026-04-03,Plant B,M-02,601.2068316009616
2026-04-03,Plant B,M-02,278.1171971894031
2026-04-03,Plant B,M-03,667.3302964018691
2026-04-03,Plant B,M-03,702.3824804027405
2026-04-03,Plant B,M-03,561.7346549681741
2026-04-03,Plant B,M-04,362.7373170071759
2026-04-03,Plant B,M-04,452.6609737120576
2026-04-03,Plant B,M-04,263.52050538806384
2026-04-03,Plant B,M-05,428.6006539464306
2026-04-03,Plant B,M-05,377.4861565602442
2026-04-03,Plant B,M-05,426.3221710187552
2026-04-03,Plant C,M-01,440.513940383138
2026-04-03,Plant C,M-01,515.9869615306744
2026-04-03,Plant C,M-01,492.50329828429125
2026-04-03,Plant C,M-02,465.28991126471936
2026-04-03,Plant C,M-02,575.5583830608207
2026-04-03,Plant C,M-02,557.0038580292058
2026-04-03,Plant C,M-03,735.6014405254415
2026-04-03,Plant C,M-03,571.344567814006
2026-04-03,Plant C,M-03,782.6926321272001
2026-04-03,Plant C,M-04,430.8632457109074
2026-04-03,Plant C,M-04,475.34517839930805
2026-04-03,Plant C,M-04,430.6589012888829
2026-04-03,Plant C,M-05,508.2621641197906
2026-04-03,Plant C,M-05,355.43393641308387
2026-04-03,Plant C,M-05,393.0804870044288
2026-04-04,Plant A,M-01,654.4701858131506
2026-04-04,Plant A,M-01,538.6257814298194
2026-04-04,Plant A,M-01,514.6831561037051
2026-04-04,Plant A,M-02,410.41023274648796
2026-04-04,Plant A,M-02,465.9966849614409
2026-04-04,Plant A,M-02,391.48628036723073
2026-04-04,Plant A,M-03,504.33700948728364
2026-04-04,Plant A,M-03,622.43461956795
2026-04-04,Plant A,M-03,501.90856856089545
2026-04-04,Plant A,M-04,450.9662589944208
2026-04-04,Plant A,M-04,544.9264772184106
2026-04-04,Plant A,M-04,327.46896104016685
2026-04-04,Plant A,M-05,506.5746941786744
2026-04-04,Plant A,M-05,370.4351503652136
2026-04-04,Plant A,M-05,470.72922784447627
2026-04-04,Plant B,M-01,384.11779983338596
2026-04-04,Plant B,M-01,602.412211449608
2026-04-04,Plant B,M-01,379.5854476754254
2026-04-04,Plant B,M-02,571.566706775683
2026-04-04,Plant B,M-02,424.2084527008179
2026-04-04,Plant B,M-02,390.0559418767716
2026-04-04,Plant B,M-03,623.6948912239887
2026-04-04,Plant B,M-03,766.3235738611912
2026-04-04,Plant B,M-03,797.9953388922125
2026-04-04,Plant B,M-04,352.2663392542459
2026-04-04,Plant B,M-04,260.2599989437385
2026-04-04,Plant B,M-04,460.8194754914121
2026-04-04,Plant B,M-05,454.7751444886045
2026-04-04,Plant B,M-05,650.3438831723904
2026-04-04,Plant B,M-05,521.6867124716276
2026-04-04,Plant C,M-01,660.9009828485135
2026-04-04,Plant C,M-01,388.36613328275587
2026-04-04,Plant C,M-01,414.53260303684914
2026-04-04,Plant C,M-02,501.31620161668195
2026-04-04,Plant C,M-02,348.87668704856287
2026-04-04,Plant C,M-02,604.7276852127434
2026-04-04,Plant C,M-03,905.6717000663444
2026-04-04,Plant C,M-03,967.9743936981255
2026-04-04,Plant C,M-03,647.1121138002503
2026-04-04,Plant C,M-04,610.8882903342851
2026-04-04,Plant C,M-04,628.7072358611404
2026-04-04,Plant C,M-04,417.5936582445483
2026-04-04,Plant C,M-05,588.2562558270884
2026-04-04,Plant C,M-05,430.3033403904067
2026-04-04,Plant C,M-05,434.3452077517014
2026-04-05,Plant A,M-01,559.7720100113279
2026-04-05,Plant A,M-01,302.22279735215676
2026-04-05,Plant A,M-01,473.10192067990334
2026-04-05,Plant A,M-02,472.5635789701082
2026-04-05,Plant A,M-02,346.0489191799033
2026-04-05,Plant A,M-02,454.45828999384156
2026-04-05,Plant A,M-03,621.5684122487311
2026-04-05,Plant A,M-03,787.0812996142619
2026-04-05,Plant A,M-03,746.6262636305312
2026-04-05,Plant A,M-04,428.1637579153765
2026-04-05,Plant A,M-04,530.6231038119919
2026-04-05,Plant A,M-04,418.32989921478696
2026-04-05,Plant A,M-05,548.0538003065801
2026-04-05,Plant A,M-05,716.5761448088952
2026-04-05,Plant A,M-05,353.98314164243493
2026-04-05,Plant B,M-01,386.273768515203
2026-04-05,Plant B,M-01,418.1972615086503
2026-04-05,Plant B,M-01,296.1142147499037
2026-04-05,Plant B,M-02,438.68751088196063
